Game_ID,Game_Critic_Score,Game_Genre,Game_Popularity_Score,Game_Title,Game_Price_in_Dollars,Game_Outlet_Id,Store_Sale_Year,Store_Size,Store_Location_Type,Store_Outlet_Type,Total_Outlet_Sales
GM_FDY46,7.44,Action,0.047850086,DOTA,18.63898,13,2014,High,Outskirts,Supermarket,226.90464
GM_NCU06,7.04,Action,0.074407062,Apex Legends,22.9701,46,2015,Small,Metropolitan,Supermarket,120.97586
GM_FDX57,6.9,Arcade,0.047362068,DOTA,9.83068,45,2018,Small,Residential,Supermarket,120.5098
GM_FDX36,0,Arcade,0.127662026,Valorant,22.47404,27,2013,Medium,Outskirts,Department Store,333.8987
GM_FDL16,5.14,Action,0.168794488,League of Legends,4.6606,45,2018,Medium,Residential,Supermarket,22.77036
GM_FDT16,9.895,Arcade,0.08145081,League of Legends,26.08278,10,2016,Medium,Outskirts,Convenience Store,468.0574
GM_FDN16,5.04,Arcade,0.062955703,League of Legends,10.2499,18,2021,Medium,Outskirts,Malls,69.50952
GM_FDC03,8.575,Action,0.071846495,PUBG,19.61794,46,2015,Small,Metropolitan,Supermarket,57.9246
GM_DRF60,4.32,Action,0.052025392,Hitman,23.86564,13,2014,High,Outskirts,Supermarket,147.8076
GM_FDS27,0,Arcade,0.012397814,Fortnite,19.5511,27,2013,Medium,Outskirts,Department Store,69.44294
GM_FDP33,7.48,Arcade,0.14942345,DOTA,25.50672,10,2016,Medium,Outskirts,Convenience Store,70.30848
GM_FDJ36,5.8,Action,0.128782548,Valorant,10.06332,18,2021,Medium,Outskirts,Malls,451.4124
GM_NCR42,9.105,Action,0.03844986,Apex Legends,3.199,13,2014,High,Outskirts,Supermarket,20.6398
GM_FDV14,7.94,Action,0.044749173,PUBG,8.62856,17,2020,High,Residential,Supermarket,58.9233
GM_NCP42,8.51,Action,0.01610767,Apex Legends,19.53478,35,2019,Small,Residential,Supermarket,316.9208
GM_FDB50,0,Action,0.152874661,God of War,7.87986,27,2013,Medium,Outskirts,Department Store,249.0092
GM_NCC30,0,Action,0.027445644,Apex Legends,17.70344,27,2013,Medium,Outskirts,Department Store,115.11682
GM_FDA23,9.8,Action,0.047379258,Valorant,10.13016,18,2021,Medium,Outskirts,Malls,390.09222
GM_FDW16,6.94,Arcade,0.041708827,League of Legends,9.11804,17,2020,Medium,Residential,Supermarket,643.96176
GM_FDQ52,6.8,Action,0.199825987,League of Legends,24.78434,10,2016,Medium,Outskirts,Convenience Store,184.55976
GM_FDB58,4.2,Arcade,0.01351745,DOTA,14.35154,49,2017,Medium,Metropolitan,Supermarket,93.47832
GM_NCP29,8.42,Arcade,0.112445562,Prince of Persia,6.48168,49,2017,Medium,Metropolitan,Supermarket,320.2498
GM_NCM05,6.825,Action,0.059968347,Prince of Persia,26.42226,45,2018,Medium,Residential,Supermarket,268.45056
GM_FDO25,6.3,Action,0.127342972,God of War,21.0927,13,2014,High,Outskirts,Supermarket,22.10456
GM_NCM54,7.08,Action,0,Apex Legends,12.79678,46,2015,Small,Metropolitan,Supermarket,243.94912
GM_NCL54,5.04,Action,0,Apex Legends,17.32054,46,2015,Small,Metropolitan,Supermarket,59.65568
GM_FDL39,6.44,Arcade,0.106003704,PUBG,18.12318,10,2016,Small,Outskirts,Convenience Store,222.7101
GM_FDF53,8.3,Arcade,0.083947142,League of Legends,18.02318,18,2021,Medium,Outskirts,Malls,515.92842
GM_NCQ42,8.14,Arcade,0.03926078,Apex Legends,12.79678,35,2019,Small,Residential,Supermarket,136.62216
GM_FDF58,5.32,Action,0.009573182,DOTA,6.2551,13,2014,High,Outskirts,Supermarket,860.47992
GM_FDZ04,9.31,Action,0.037947917,League of Legends,6.3751,35,2019,Small,Residential,Supermarket,37.81744
GM_FDE26,0,Action,0.155837612,God of War,14.30786,19,2013,Small,Metropolitan,Convenience Store,71.10744
GM_FDS60,8.34,Action,0.032632065,Valorant,17.9566,17,2020,Small,Residential,Supermarket,106.1951
GM_FDV58,8.34,Action,0.121936216,DOTA,19.75452,17,2020,Small,Residential,Supermarket,100.40264
GM_FDM04,9.195,Arcade,0.047216172,League of Legends,5.14666,45,2018,Small,Residential,Supermarket,60.9207
GM_FDE08,7.28,Action,0.04931036,FIFA,14.65734,35,2019,Small,Residential,Supermarket,355.80352
GM_NCB43,8.08,Action,0.100067654,Apex Legends,18.68898,49,2017,Medium,Metropolitan,Supermarket,202.53636
GM_FDU11,4.785,Action,0.154982791,Grand Theft Auto,12.07098,10,2016,Medium,Outskirts,Convenience Store,186.424
GM_FDF22,0,Action,0.099503188,DOTA,21.25218,19,2013,Small,Metropolitan,Convenience Store,190.7517
GM_FDE24,5.94,Arcade,0.093384846,Valorant,14.13812,13,2014,High,Outskirts,Supermarket,566.06316
GM_DRJ49,6.865,Action,0.013993247,Hitman,13.10652,46,2015,Small,Metropolitan,Supermarket,60.72096
GM_NCQ53,7.04,Action,0.018901751,Prince of Persia,23.5759,35,2019,Small,Residential,Supermarket,102.46662
GM_NCL41,4.94,Action,0.041702894,Prince of Persia,3.54216,13,2014,High,Outskirts,Supermarket,316.9208
GM_FDR22,7.74,Arcade,0.018547157,DOTA,11.08544,13,2014,High,Outskirts,Supermarket,274.04328
GM_FDH04,6.115,Arcade,0.011370822,League of Legends,9.20488,35,2019,Small,Residential,Supermarket,64.04996
GM_DRH15,8.775,Action,0.110134175,PUBG,4.34428,45,2018,Small,Residential,Supermarket,196.01152
GM_FDY40,6.2,Arcade,0,League of Legends,4.88692,49,2017,Medium,Metropolitan,Supermarket,206.7309
GM_NCI17,8.645,Action,0.143395524,Prince of Persia,9.8041,35,2019,Small,Residential,Supermarket,23.16984
GM_NCC18,7.64,Action,0,Apex Legends,17.38422,13,2014,High,Outskirts,Supermarket,25.3004
GM_FDY28,0,Arcade,0.151414173,League of Legends,21.17218,27,2013,Medium,Outskirts,Department Store,13.11626
GM_FDB45,0,Action,0.021226502,FIFA,10.40306,27,2013,Medium,Outskirts,Department Store,215.31972
GM_NCL30,7.24,Action,0.049139791,Apex Legends,12.69336,18,2021,Medium,Outskirts,Malls,538.36588
GM_FDM10,7.3,Action,0.076401322,DOTA,21.27218,17,2020,Medium,Residential,Supermarket,172.4422
GM_FDH22,0,Action,0.135640903,DOTA,12.79678,27,2013,Medium,Outskirts,Department Store,361.5294
GM_NCZ53,9.6,Action,0.024615619,Prince of Persia,19.00214,17,2020,Medium,Residential,Supermarket,16.84474
GM_NCI18,7.34,Action,0.014012358,Apex Legends,22.25746,13,2014,High,Outskirts,Supermarket,299.9429
GM_FDH14,0,Arcade,0.046581881,God of War,14.21838,27,2013,Medium,Outskirts,Department Store,416.52448
GM_FDR36,0,Arcade,0.120997589,Valorant,4.36454,27,2013,Medium,Outskirts,Department Store,113.45232
GM_FDW01,5.8,Action,0.064190434,God of War,15.16682,45,2018,Medium,Residential,Supermarket,288.82404
GM_FDK02,0,Action,0.111681212,God of War,11.9844,27,2013,Medium,Outskirts,Department Store,269.649
GM_FDJ02,6.88,Arcade,0.0252693,God of War,14.69418,18,2021,Medium,Outskirts,Malls,5.39298
GM_FDU55,6.48,Action,0.03588139,FIFA,26.04278,13,2014,High,Outskirts,Supermarket,11.38518
GM_NCV18,0,Action,0.104736208,Apex Legends,8.4825,27,2013,Medium,Outskirts,Department Store,228.7023
GM_FDH14,6.84,Arcade,0.046999232,God of War,13.86838,18,2021,Medium,Outskirts,Malls,55.52772
GM_FDZ37,8.1,Arcade,0.019808594,God of War,8.87198,45,2018,Medium,Residential,Supermarket,112.05414
GM_FDX49,4.615,Arcade,0.101990097,God of War,23.253,49,2017,Medium,Metropolitan,Supermarket,71.9064
GM_NCD43,8.85,Arcade,0.016019957,Apex Legends,10.45964,46,2015,Small,Metropolitan,Supermarket,43.74306
GM_FDZ07,6.04,Arcade,0.093813181,FIFA,6.13194,13,2014,High,Outskirts,Supermarket,205.0664
GM_FDK43,9.8,Action,0.026835691,Fortnite,12.6302,35,2019,Small,Residential,Supermarket,121.44192
GM_FDR32,6.78,Arcade,0.086157502,FIFA,22.91694,18,2021,Medium,Outskirts,Malls,205.99852
GM_FDT39,6.26,Arcade,0.009859703,Fortnite,15.18366,13,2014,High,Outskirts,Supermarket,367.25528
GM_NCV54,4.44,Action,0.033296219,Apex Legends,12.02124,17,2020,High,Residential,Supermarket,308.9312
GM_FDF38,4.72,Arcade,0.026465376,God of War,4.17138,18,2021,Medium,Outskirts,Malls,81.5605
GM_FDV60,8.08,Arcade,0.117361247,Valorant,19.7511,46,2015,Small,Metropolitan,Supermarket,6.12536
GM_FDH44,0,Arcade,0.025746866,FIFA,14.51418,27,2013,Medium,Outskirts,Department Store,127.8336
GM_FDS21,7.94,Arcade,0.020876151,DOTA,6.12194,46,2015,Small,Metropolitan,Supermarket,152.8011
GM_NCL41,4.94,Action,0.041822272,Prince of Persia,3.56216,45,2018,Small,Residential,Supermarket,12.9831
GM_FDM46,7.365,Action,0.160872688,DOTA,9.4012,17,2020,Small,Residential,Supermarket,130.1639
GM_FDU27,7.44,Arcade,0.171824638,Fortnite,4.98376,45,2018,Small,Residential,Supermarket,184.49318
GM_NCJ54,9.895,Action,0.060406879,Apex Legends,23.30642,17,2020,Small,Residential,Supermarket,506.87354
GM_DRG51,4.84,Action,0.011586629,PUBG,16.59526,18,2021,Medium,Outskirts,Malls,109.5241
GM_NCA29,0,Action,0.047757473,Apex Legends,17.04106,19,2013,Small,Metropolitan,Convenience Store,30.75996
GM_FDR47,7.14,Action,0.087646045,Grand Theft Auto,19.43794,45,2018,Small,Residential,Supermarket,129.56468
GM_NCL19,0,Action,0.015600318,Rocket League,14.1947,27,2013,Medium,Outskirts,Department Store,260.72728
GM_DRG01,5.92,Action,0,Hitman,7.6267,49,2017,Medium,Metropolitan,Supermarket,345.5502
GM_FDG10,6.63,Arcade,0.010939298,DOTA,5.79588,46,2015,Small,Metropolitan,Supermarket,234.56134
GM_NCV05,4.04,Action,0.030255476,Prince of Persia,15.26656,49,2017,Medium,Metropolitan,Supermarket,19.77426
GM_NCH18,0,Action,0.078196049,Apex Legends,24.39802,19,2013,Small,Metropolitan,Convenience Store,176.17068
GM_FDV14,7.94,Action,0.044678741,PUBG,8.64856,18,2021,Medium,Outskirts,Malls,190.55196
GM_DRJ23,7.34,Action,0.041661002,Uncharted,19.02872,35,2019,Small,Residential,Supermarket,308.66488
GM_DRJ11,9.5,Action,0.085091153,Uncharted,18.71872,46,2015,Small,Metropolitan,Supermarket,106.06194
GM_FDZ03,5.46,Arcade,0.079232324,PUBG,18.5824,17,2020,Small,Residential,Supermarket,465.3942
GM_FDI27,8.71,Arcade,0.076971662,PUBG,4.57744,10,2016,Small,Outskirts,Convenience Store,333.96528
GM_FDJ14,4.12,Arcade,0.050274442,God of War,8.1796,18,2021,Medium,Outskirts,Malls,243.94912
GM_FDU32,8.785,Action,0.026114508,FIFA,12.05414,17,2020,Medium,Residential,Supermarket,137.95376
GM_FDD47,0,Arcade,0.141721145,Farcry,17.13448,27,2013,Medium,Outskirts,Department Store,89.74984
GM_DRF36,6.44,Action,0.02357284,Hitman,19.03846,35,2019,Small,Residential,Supermarket,140.4838
GM_FDM21,8.08,Arcade,0.064364078,DOTA,25.83646,46,2015,Small,Metropolitan,Supermarket,61.51992
GM_FDV10,7.645,Arcade,0.066977783,DOTA,4.30112,18,2021,Medium,Outskirts,Malls,106.92748
GM_FDH60,7.88,Arcade,0.081065919,Valorant,19.4711,18,2021,Medium,Outskirts,Malls,410.1328
GM_FDX47,6.55,Arcade,0.057920576,Grand Theft Auto,15.62288,10,2016,Medium,Outskirts,Convenience Store,479.376
GM_FDT19,0,Action,0.253947823,FIFA,17.4608,19,2013,Small,Metropolitan,Convenience Store,113.8518
GM_FDO11,8,Arcade,0.030326275,Grand Theft Auto,25.10092,45,2018,Small,Residential,Supermarket,277.17254
GM_FDH24,0,Action,0.021327353,Valorant,15.78288,27,2013,Medium,Outskirts,Department Store,194.81308
GM_FDL02,8,Arcade,0.104507367,God of War,10.76622,18,2021,Medium,Outskirts,Malls,520.6556
GM_FDB02,9.695,Arcade,0.02920962,God of War,17.6037,49,2017,Medium,Metropolitan,Supermarket,17.37738
GM_FDA43,4.358,Action,0.064675749,FIFA,19.55794,46,2015,Small,Metropolitan,Supermarket,7.3238
GM_FDG52,5.46,Action,0.065763945,League of Legends,4.64402,45,2018,Small,Residential,Supermarket,341.5554
GM_DRC12,7.14,Action,0.037795394,Hitman,18.95188,13,2014,High,Outskirts,Supermarket,380.30496
GM_FDY37,6.8,Arcade,0.026677105,God of War,14.2047,18,2021,Medium,Outskirts,Malls,396.151
GM_NCU18,6.04,Action,0.0559533,Apex Legends,14.15496,45,2018,Medium,Residential,Supermarket,138.41982
GM_FDU09,7.71,Arcade,0.066584547,DOTA,5.60956,35,2019,Small,Residential,Supermarket,125.1704
GM_DRJ25,0,Action,0.149838383,Hitman,4.93692,27,2013,Medium,Outskirts,Department Store,182.16288
GM_DRE12,4.59,Action,0.071068888,Hitman,11.3086,18,2021,Medium,Outskirts,Malls,514.13076
GM_DRL47,7.88,Action,0.038955892,Uncharted,12.51362,17,2020,Medium,Residential,Supermarket,320.51612
GM_DRK01,7.63,Action,0.061064307,Hitman,9.59436,46,2015,Small,Metropolitan,Supermarket,172.04272
GM_FDC22,0,Arcade,0.238868509,DOTA,19.1382,19,2013,Small,Metropolitan,Convenience Store,341.8883
GM_FDG44,6.13,Action,0.10210591,FIFA,5.29298,13,2014,High,Outskirts,Supermarket,437.4306
GM_FDW04,8.985,Arcade,0.057816167,League of Legends,13.0331,35,2019,Small,Residential,Supermarket,78.2315
GM_FDK09,6.08,Action,0.09190597,DOTA,22.79352,49,2017,Medium,Metropolitan,Supermarket,168.58056
GM_NCN43,4.86,Action,0.006758464,Rocket League,12.1973,35,2019,Small,Residential,Supermarket,15.37998
GM_FDG04,5.24,Action,0.006072138,League of Legends,18.73898,49,2017,Medium,Metropolitan,Supermarket,410.1328
GM_FDH32,5.12,Action,0.127308909,FIFA,9.4741,10,2016,Medium,Outskirts,Convenience Store,345.35046
GM_DRI47,5.88,Action,0.021038512,Uncharted,14.57128,17,2020,Medium,Residential,Supermarket,117.91318
GM_DRE15,5.34,Action,0.017770596,PUBG,7.53012,13,2014,High,Outskirts,Supermarket,100.40264
GM_FDY11,6.71,Arcade,0.029554862,Valorant,6.78142,35,2019,Small,Residential,Supermarket,41.9454
GM_FDO60,8,Action,0.034422963,Valorant,4.44086,49,2017,Medium,Metropolitan,Supermarket,384.56608
GM_FDQ20,8.325,Action,0.029906169,FIFA,4.11138,18,2021,Medium,Outskirts,Malls,202.4032
GM_FDO57,0,Action,0.108183728,DOTA,16.12578,27,2013,Medium,Outskirts,Department Store,195.61204
GM_FDT14,0,Arcade,0.223633668,PUBG,11.9944,19,2013,Small,Metropolitan,Convenience Store,116.8479
GM_FDA57,7.54,Action,0.039705236,DOTA,4.0348,49,2017,Medium,Metropolitan,Supermarket,5.52614
GM_DRN35,8.01,Action,0.070644938,Uncharted,3.58532,17,2020,Medium,Residential,Supermarket,202.00372
GM_FDJ03,4.94,Arcade,0.072394912,PUBG,5.03692,46,2015,Small,Metropolitan,Supermarket,307.39986
GM_FDX28,6.325,Action,0.12588618,League of Legends,10.12042,17,2020,Small,Residential,Supermarket,188.48798
GM_DRE25,6.14,Action,0.073431813,Hitman,9.1312,45,2018,Small,Residential,Supermarket,136.489
GM_FDR09,7.3,Action,0.077724599,DOTA,26.02962,46,2015,Small,Metropolitan,Supermarket,319.31768
GM_FDB23,7.68,Arcade,0.005587545,Farcry,22.63062,35,2019,Small,Residential,Supermarket,233.6958
GM_FDO08,4.44,Arcade,0.053884439,FIFA,16.38526,45,2018,Small,Residential,Supermarket,37.01848
GM_FDQ23,6.55,Action,0.024563959,Grand Theft Auto,10.09332,49,2017,Medium,Metropolitan,Supermarket,375.64436
GM_FDW04,8.985,Arcade,0.057778979,League of Legends,13.0331,13,2014,High,Outskirts,Supermarket,17.57712
GM_DRK13,4.72,Action,0.192766917,Hitman,19.81084,10,2016,High,Outskirts,Convenience Store,307.86592
GM_NCL17,0,Arcade,0.067451486,Prince of Persia,14.20812,27,2013,Medium,Outskirts,Department Store,210.92544
GM_FDY21,6.04,Action,0.173448501,DOTA,19.4611,35,2019,Small,Residential,Supermarket,324.37776
GM_FDJ38,0,Arcade,0,God of War,18.9053,27,2013,Medium,Outskirts,Department Store,7.19064
GM_FDA37,0,Arcade,0.096694919,God of War,12.65046,19,2013,Small,Metropolitan,Convenience Store,18.90872
GM_FDV43,6.4,Action,0.076791671,FIFA,4.45086,13,2014,High,Outskirts,Supermarket,257.9975
GM_FDL36,6.04,Action,0.076075485,Valorant,9.1683,46,2015,Small,Metropolitan,Supermarket,148.60656
GM_FDD53,6.48,Action,0.044312181,League of Legends,4.09454,45,2018,Small,Residential,Supermarket,31.22602
GM_FDZ19,6.425,Action,0.156424341,FIFA,17.63712,10,2016,Small,Outskirts,Convenience Store,484.50266
GM_FDV21,4.6,Action,0.171429906,DOTA,12.58704,45,2018,Small,Residential,Supermarket,17.17764
GM_NCL54,5.04,Action,0,Apex Legends,17.32054,18,2021,Medium,Outskirts,Malls,183.4279
GM_DRI47,0,Action,0.020818872,Uncharted,14.44128,27,2013,Medium,Outskirts,Department Store,208.26224
GM_DRG03,5.8,Action,0.062082947,PUBG,15.57998,49,2017,Medium,Metropolitan,Supermarket,270.51454
GM_FDG21,6.94,Arcade,0.146178155,Call of Duty,14.9905,13,2014,High,Outskirts,Supermarket,373.1809
GM_FDW03,5.63,Arcade,0.024641247,Fortnite,10.46306,18,2021,Medium,Outskirts,Malls,159.25936
GM_NCI55,7.44,Action,0.012653565,Apex Legends,12.12414,46,2015,Small,Metropolitan,Supermarket,212.52336
GM_DRC36,0,Arcade,0.078762707,Hitman,17.56054,19,2013,Small,Metropolitan,Convenience Store,99.87
GM_FDH22,6.405,Arcade,0.13707192,DOTA,12.85678,17,2020,Small,Residential,Supermarket,367.38844
GM_FDV20,8.08,Arcade,0.059922682,FIFA,12.78678,45,2018,Small,Residential,Supermarket,209.99332
GM_NCU41,0,Action,0.051802741,Prince of Persia,19.28846,27,2013,Medium,Outskirts,Department Store,122.5072
GM_FDN46,0,Arcade,0.143931094,DOTA,10.43332,27,2013,Medium,Outskirts,Department Store,306.20142
GM_FDK50,7.96,Action,0.028420724,God of War,16.18894,45,2018,Medium,Residential,Supermarket,444.22176
GM_NCA05,0,Action,0.025008936,Prince of Persia,14.76734,27,2013,Medium,Outskirts,Department Store,427.84308
GM_DRH01,7,Action,0.098302848,Hitman,17.34738,18,2021,Medium,Outskirts,Malls,63.11784
GM_FDT08,5.46,Action,0.049418994,FIFA,14.9505,18,2021,Medium,Outskirts,Malls,60.2549
GM_FDM08,4.04,Arcade,0.053802487,FIFA,22.42088,18,2021,Medium,Outskirts,Malls,279.76916
GM_FDZ07,6.04,Arcade,0.093873561,FIFA,6.05194,35,2019,Small,Residential,Supermarket,44.54202
GM_FDS22,6.74,Arcade,0.02328537,DOTA,4.54428,17,2020,Small,Residential,Supermarket,234.89424
GM_FDV35,0,Action,0.127585158,Grand Theft Auto,15.65314,27,2013,Medium,Outskirts,Department Store,197.54286
GM_FDI28,5.72,Action,0.044057131,League of Legends,7.79302,10,2016,Medium,Outskirts,Convenience Store,137.42112
GM_FDW58,0,Action,0.007516517,DOTA,10.76622,27,2013,Medium,Outskirts,Department Store,200.67212
GM_FDT52,9.695,Arcade,0.047525766,League of Legends,24.52144,45,2018,Medium,Residential,Supermarket,35.2874
GM_FDY34,4.2,Arcade,0.010981858,DOTA,16.41842,46,2015,Small,Metropolitan,Supermarket,90.8817
GM_FDR10,7.04,Action,0.010039894,DOTA,16.06552,46,2015,Small,Metropolitan,Supermarket,603.5477
GM_FDK57,4.078,Action,0.080747059,DOTA,12.0544,17,2020,Small,Residential,Supermarket,137.95376
GM_FDR02,0,Action,0.021958822,PUBG,10.92886,27,2013,Medium,Outskirts,Department Store,17.11106
GM_FDX49,4.615,Arcade,0.101831776,God of War,23.403,46,2015,Small,Metropolitan,Supermarket,204.53376
GM_FDQ20,8.325,Action,0.029784839,FIFA,4.04138,46,2015,Small,Metropolitan,Supermarket,133.29316
GM_DRK23,8.395,Action,0.072122618,Uncharted,25.2104,45,2018,Small,Residential,Supermarket,284.89582
GM_NCW06,6.48,Action,0.050340436,Apex Legends,19.16162,46,2015,Small,Metropolitan,Supermarket,127.8336
GM_FDR31,6.46,Arcade,0.04944097,FIFA,14.64102,17,2020,Small,Residential,Supermarket,149.1392
GM_NCE43,5,Action,0.103356186,Apex Legends,16.89448,13,2014,High,Outskirts,Supermarket,19.57452
GM_DRO59,0,Action,0.053892008,Uncharted,7.66012,27,2013,Medium,Outskirts,Department Store,58.5904
GM_FDN09,5.66,Action,0.03492891,DOTA,24.44828,49,2017,Medium,Metropolitan,Supermarket,113.38574
GM_FDR11,4.2,Arcade,0.142538224,Grand Theft Auto,16.11578,46,2015,Small,Metropolitan,Supermarket,118.64556
GM_FDO57,8.3,Action,0.108619696,DOTA,16.19578,13,2014,High,Outskirts,Supermarket,9.3212
GM_NCX18,5.66,Action,0.008843726,Apex Legends,19.6711,17,2020,High,Residential,Supermarket,283.6308
GM_FDB05,5.155,Action,0.083537256,League of Legends,24.88776,18,2021,Medium,Outskirts,Malls,362.1952
GM_FDQ08,6.28,Arcade,0.019007466,FIFA,6.03536,18,2021,Medium,Outskirts,Malls,176.1041
GM_NCG43,8.08,Action,0.074225409,Apex Legends,9.40462,35,2019,Small,Residential,Supermarket,132.56078
GM_FDJ56,8.985,Action,0.183250395,FIFA,10.187,13,2014,High,Outskirts,Supermarket,394.28676
GM_FDA13,6.34,Action,0.131484879,God of War,3.59506,10,2016,High,Outskirts,Convenience Store,350.67686
GM_FDO56,4.078,Arcade,0.045236996,FIFA,11.63808,17,2020,High,Residential,Supermarket,356.06984
GM_FDB37,8.1,Arcade,0,Valorant,24.04538,18,2021,Medium,Outskirts,Malls,509.93622
GM_FDZ02,6.905,Arcade,0.038302823,PUBG,9.66726,18,2021,Medium,Outskirts,Malls,257.06538
GM_FDQ24,6.28,Action,0.073666699,Valorant,24.99724,46,2015,Small,Metropolitan,Supermarket,256.333
GM_FDM16,8.155,Arcade,0.033527475,League of Legends,7.40354,13,2014,High,Outskirts,Supermarket,218.7153
GM_FDU35,6.44,Action,0.079338525,Grand Theft Auto,9.947,49,2017,Medium,Metropolitan,Supermarket,234.89424
GM_FDT35,7.94,Arcade,0.081439977,Grand Theft Auto,16.89816,35,2019,Small,Residential,Supermarket,168.24766
GM_NCX30,6.68,Action,0.026662015,Apex Legends,24.75776,49,2017,Medium,Metropolitan,Supermarket,427.4436
GM_FDG04,5.24,Action,0.006097005,League of Legends,18.72898,17,2020,Medium,Residential,Supermarket,318.51872
GM_FDI12,9.395,Arcade,0.100379956,Valorant,8.62856,35,2019,Small,Residential,Supermarket,458.0704
GM_FDE35,7.06,Arcade,0.043892097,Farcry,6.00904,35,2019,Small,Residential,Supermarket,180.03232
GM_NCP14,0,Action,0.109755674,Apex Legends,10.60306,27,2013,Medium,Outskirts,Department Store,51.73266
GM_NCY53,8,Action,0.058599942,Prince of Persia,11.01544,45,2018,Medium,Residential,Supermarket,566.86212
GM_FDP49,9,Arcade,0.069479757,Assassin Creed,5.51614,17,2020,Medium,Residential,Supermarket,212.52336
GM_FDQ04,6.4,Action,0.085233007,League of Legends,4.22796,17,2020,Medium,Residential,Supermarket,55.52772
GM_FDM39,6.42,Action,0.053460551,PUBG,17.89002,35,2019,Small,Residential,Supermarket,194.81308
GM_FDO58,0,Action,0.06929452,DOTA,16.25526,19,2013,Small,Metropolitan,Convenience Store,18.84214
GM_FDC56,7.72,Action,0.122208091,FIFA,11.9344,17,2020,Small,Residential,Supermarket,36.75216
GM_NCQ54,7.08,Action,0.012542375,Apex Legends,16.74474,46,2015,Small,Metropolitan,Supermarket,60.12174
GM_FDV10,0,Arcade,0.066383024,DOTA,4.26112,27,2013,Medium,Outskirts,Department Store,36.15294
GM_NCK17,4.4,Action,0.037894845,Prince of Persia,4.0348,46,2015,Small,Metropolitan,Supermarket,233.22974
GM_NCF55,0,Action,0.021561415,Apex Legends,3.64874,27,2013,Medium,Outskirts,Department Store,404.27376
GM_FDV33,9.6,Arcade,0.027320856,DOTA,25.98304,13,2014,High,Outskirts,Supermarket,135.62346
GM_NCH29,0,Action,0.060359181,Prince of Persia,9.62726,19,2013,Small,Metropolitan,Convenience Store,94.8765
GM_FDA37,0,Arcade,0.054959317,God of War,12.55046,27,2013,Medium,Outskirts,Department Store,78.29808
GM_FDH46,6.935,Arcade,0.041450453,DOTA,10.19332,18,2021,Medium,Outskirts,Malls,119.24478
GM_FDS25,6.885,Arcade,0.13998208,God of War,11.06228,35,2019,Small,Residential,Supermarket,170.17848
GM_FDH04,0,Arcade,0.011317898,League of Legends,8.97488,27,2013,Medium,Outskirts,Department Store,315.32288
GM_FDX52,4.6,Arcade,0.042002566,League of Legends,19.1382,46,2015,Small,Metropolitan,Supermarket,104.26428
GM_NCD42,6.6,Action,0.012709331,Prince of Persia,3.71506,17,2020,Small,Residential,Supermarket,63.38416
GM_FDW47,6,Action,0.046637544,Grand Theft Auto,12.19414,17,2020,Small,Residential,Supermarket,21.3056
GM_FDL25,0,Arcade,0.130290904,Assassin Creed,9.29804,27,2013,Medium,Outskirts,Department Store,31.2926
GM_NCJ06,8.04,Action,0.05800138,Apex Legends,12.03782,10,2016,Medium,Outskirts,Convenience Store,314.2576
GM_FDY09,6.24,Action,0.025179178,DOTA,17.37054,13,2014,High,Outskirts,Supermarket,169.64584
GM_FDS40,6.14,Action,0,League of Legends,3.7219,46,2015,Small,Metropolitan,Supermarket,63.9168
GM_FDH41,9,Action,0.082475411,League of Legends,21.51534,17,2020,Small,Residential,Supermarket,10.91912
GM_FDG38,8.975,Arcade,0.05271917,God of War,8.49224,35,2019,Small,Residential,Supermarket,79.69626
GM_FDU03,0,Arcade,0.091134452,Fortnite,18.06292,27,2013,Medium,Outskirts,Department Store,468.7232
GM_FDV20,8.08,Arcade,0.059801403,FIFA,12.79678,46,2015,Small,Metropolitan,Supermarket,303.6048
GM_DRB13,6.115,Arcade,0.007058626,Hitman,19.0653,45,2018,Small,Residential,Supermarket,237.29112
GM_NCQ30,7.725,Action,0.029048089,Apex Legends,12.02414,13,2014,High,Outskirts,Supermarket,77.03306
GM_NCH06,4.92,Action,0.076490678,Apex Legends,24.5146,13,2014,High,Outskirts,Supermarket,66.31368
GM_FDU50,5.75,Arcade,0,PUBG,11.28176,18,2021,Medium,Outskirts,Malls,216.78448
GM_NCO42,0,Action,0.043168763,Apex Legends,14.52102,19,2013,Small,Metropolitan,Convenience Store,274.9754
GM_FDW09,5.46,Arcade,0.026026406,DOTA,8.00302,18,2021,Medium,Outskirts,Malls,305.73536
GM_FDH04,6.115,Arcade,0.011363508,League of Legends,9.06488,13,2014,High,Outskirts,Supermarket,190.4188
GM_FDC21,5.84,Arcade,0.043045942,FIFA,10.77254,45,2018,High,Residential,Supermarket,51.2666
GM_FDL21,6.34,Arcade,0.007157526,DOTA,4.0448,49,2017,Medium,Metropolitan,Supermarket,60.5878
GM_FDM46,7.365,Action,0.267753377,DOTA,9.3612,10,2016,Medium,Outskirts,Convenience Store,282.6321
GM_FDT22,0,Action,0.196267755,DOTA,6.0422,19,2013,Small,Metropolitan,Convenience Store,384.69924
GM_FDB28,6.615,Action,0.093367723,PUBG,19.84426,35,2019,Small,Residential,Supermarket,55.72746
GM_FDI12,9.395,Arcade,0.100807923,Valorant,8.84856,18,2021,Medium,Outskirts,Malls,354.2056
GM_FDA28,6.44,Arcade,0.047898827,League of Legends,12.62362,45,2018,Medium,Residential,Supermarket,296.41416
